customer_id,tenure_months,contract,internet_service,monthly_charges,total_charges,tech_support,online_security,paperless_billing,payment_method,num_support_calls,senior_citizen,partner,dependents,churn
CUST-00545,10,Month-to-month,Fiber optic,60.11,596.64,Yes,No,Yes,Electronic check,1,0,Yes,Yes,1
CUST-00546,2,Month-to-month,No,78.45,220.27,No,No,Yes,Bank transfer,0,0,Yes,Yes,1
CUST-00547,26,Month-to-month,No,41.18,1076.95,No,No,Yes,Electronic check,2,1,Yes,No,0
CUST-00548,17,Month-to-month,Fiber optic,43.88,741.22,No,No,Yes,Electronic check,4,0,Yes,Yes,0
CUST-00549,35,Month-to-month,Fiber optic,66.54,2420.85,No,Yes,Yes,Mailed check,3,0,No,No,0
CUST-00550,17,Month-to-month,Fiber optic,69.33,1275.62,No,No,Yes,Electronic check,0,0,No,No,1
CUST-00551,45,Month-to-month,Fiber optic,19.36,894.68,No,No,No,Credit card,1,0,No,Yes,0
CUST-00552,19,Two year,DSL,76.38,1597.2,Yes,No,Yes,Mailed check,2,0,Yes,No,0
CUST-00553,19,One year,DSL,84.32,1633.12,No,Yes,Yes,Bank transfer,2,0,No,No,1
CUST-00554,50,Two year,DSL,63.07,3367.64,No,Yes,Yes,Electronic check,2,1,Yes,No,0
CUST-00555,12,One year,DSL,120.0,1433.16,Yes,Yes,No,Bank transfer,2,0,Yes,No,0
CUST-00556,3,Month-to-month,Fiber optic,47.93,196.88,No,No,Yes,Bank transfer,2,0,No,No,0
CUST-00557,0,One year,No,55.97,50.7,Yes,Yes,Yes,Mailed check,2,0,No,No,0
CUST-00558,33,Month-to-month,Fiber optic,55.12,1836.2,Yes,No,No,Credit card,1,1,Yes,Yes,0
CUST-00559,23,One year,No,63.1,1473.01,No,Yes,No,Mailed check,2,1,No,No,0
CUST-00560,29,Month-to-month,Fiber optic,56.78,1751.85,No,Yes,No,Bank transfer,3,0,Yes,No,1
CUST-00561,5,Two year,No,29.83,179.89,Yes,No,Yes,Electronic check,2,0,Yes,No,0
CUST-00562,3,Month-to-month,Fiber optic,51.34,198.41,No,No,Yes,Electronic check,1,0,Yes,Yes,0
CUST-00563,0,Month-to-month,Fiber optic,62.56,64.71,No,Yes,No,Credit card,0,0,Yes,No,0
CUST-00564,10,Two year,Fiber optic,95.71,1087.43,Yes,No,Yes,Bank transfer,4,0,No,No,1
CUST-00565,21,Month-to-month,DSL,120.0,2385.79,No,Yes,Yes,Mailed check,1,0,No,Yes,0
CUST-00566,11,One year,No,98.39,1216.87,No,Yes,No,Credit card,1,0,Yes,No,0
CUST-00567,13,One year,Fiber optic,45.62,625.26,Yes,No,No,Mailed check,1,1,No,No,0
CUST-00568,56,Two year,No,47.6,2783.32,No,No,No,Bank transfer,3,0,No,Yes,0
CUST-00569,10,Two year,DSL,61.02,622.35,Yes,No,No,Mailed check,2,1,Yes,No,0
CUST-00570,17,Two year,DSL,109.61,1820.4,No,No,No,Bank transfer,2,0,No,No,0
CUST-00571,36,Month-to-month,No,60.86,2270.58,No,No,No,Electronic check,2,0,No,No,0
CUST-00572,12,Two year,Fiber optic,31.81,389.26,Yes,Yes,Yes,Mailed check,3,0,Yes,No,0
CUST-00573,23,One year,Fiber optic,52.47,1238.91,No,Yes,No,Credit card,1,1,Yes,No,0
CUST-00574,47,One year,No,83.93,4042.02,No,Yes,Yes,Electronic check,0,0,No,Yes,0
CUST-00575,71,Month-to-month,No,82.25,5872.02,Yes,No,Yes,Electronic check,1,0,No,No,0
CUST-00576,3,One year,No,59.99,241.12,No,Yes,Yes,Electronic check,3,0,Yes,No,0
CUST-00577,62,Two year,No,82.09,5135.75,Yes,Yes,Yes,Electronic check,1,1,No,No,0
CUST-00578,16,Two year,Fiber optic,18.0,292.8,No,No,Yes,Mailed check,3,1,No,No,1
CUST-00579,7,Month-to-month,No,67.6,494.06,No,Yes,Yes,Electronic check,2,0,Yes,No,1
CUST-00580,14,Month-to-month,Fiber optic,86.52,1334.53,No,Yes,Yes,Mailed check,3,0,No,No,1
CUST-00581,72,Month-to-month,No,44.18,3311.9,No,Yes,Yes,Bank transfer,4,0,No,Yes,0
CUST-00582,16,Two year,DSL,44.09,675.22,No,Yes,Yes,Bank transfer,0,0,Yes,No,0
CUST-00583,9,One year,DSL,18.34,188.19,No,No,Yes,Credit card,1,0,Yes,Yes,0
CUST-00584,24,Month-to-month,DSL,104.75,2416.19,No,No,Yes,Bank transfer,1,0,No,No,0
CUST-00585,6,Month-to-month,Fiber optic,47.0,312.53,No,Yes,No,Electronic check,2,0,No,No,0
CUST-00586,1,Month-to-month,Fiber optic,71.03,136.66,No,Yes,Yes,Electronic check,1,0,Yes,No,1
CUST-00587,3,Month-to-month,No,80.1,321.02,Yes,No,Yes,Bank transfer,1,0,No,Yes,0
CUST-00588,3,Two year,No,102.8,375.78,No,No,Yes,Bank transfer,4,0,Yes,No,0
CUST-00589,3,One year,Fiber optic,61.15,250.47,No,No,No,Electronic check,0,0,No,No,0
CUST-00590,3,Month-to-month,DSL,51.51,214.57,No,No,No,Electronic check,4,1,Yes,No,0
CUST-00591,24,Month-to-month,DSL,69.33,1807.61,No,Yes,Yes,Bank transfer,1,0,Yes,Yes,0
CUST-00592,4,Month-to-month,Fiber optic,97.1,443.64,Yes,No,No,Bank transfer,1,0,Yes,Yes,1
CUST-00593,10,Two year,Fiber optic,60.75,693.58,No,No,No,Bank transfer,0,1,Yes,No,0
CUST-00594,54,Month-to-month,No,41.13,2228.61,Yes,Yes,No,Electronic check,1,0,Yes,Yes,0
CUST-00595,15,Month-to-month,DSL,26.48,427.51,No,No,Yes,Bank transfer,3,0,No,Yes,1
CUST-00596,26,Month-to-month,DSL,34.47,967.54,No,Yes,No,Bank transfer,0,1,No,No,0
CUST-00597,4,One year,DSL,86.61,432.68,No,Yes,Yes,Credit card,2,0,No,Yes,0
CUST-00598,5,One year,Fiber optic,56.98,331.11,No,No,No,Bank transfer,0,0,No,Yes,1
CUST-00599,1,One year,DSL,49.81,97.5,No,No,No,Bank transfer,1,1,Yes,No,1
CUST-00600,4,Month-to-month,Fiber optic,47.1,236.13,No,Yes,No,Bank transfer,4,0,No,Yes,1
CUST-00601,7,Month-to-month,Fiber optic,67.13,559.44,No,No,Yes,Mailed check,2,0,Yes,Yes,1
CUST-00602,4,Month-to-month,DSL,59.01,304.93,Yes,No,No,Electronic check,1,0,Yes,No,1
CUST-00603,2,One year,No,58.17,172.16,No,Yes,Yes,Credit card,1,0,No,Yes,1
CUST-00604,3,Month-to-month,Fiber optic,98.73,367.93,No,No,Yes,Mailed check,2,1,Yes,Yes,1
CUST-00605,14,One year,Fiber optic,103.45,1477.28,No,No,Yes,Bank transfer,0,0,Yes,No,0
CUST-00606,5,Two year,DSL,24.75,141.71,No,No,No,Credit card,1,0,No,No,0
CUST-00607,10,Two year,No,73.19,759.5,No,No,Yes,Credit card,3,0,Yes,Yes,0
CUST-00608,16,Month-to-month,DSL,45.58,784.17,Yes,No,Yes,Bank transfer,1,0,No,No,0
CUST-00609,28,Month-to-month,No,58.79,1748.21,Yes,No,Yes,Electronic check,2,0,No,No,0
CUST-00610,0,Month-to-month,DSL,72.73,68.95,No,Yes,No,Mailed check,1,0,No,No,1
CUST-00611,38,One year,DSL,59.68,2390.17,Yes,No,No,Credit card,1,1,Yes,No,0
CUST-00612,23,Two year,Fiber optic,70.76,1715.5,Yes,Yes,No,Electronic check,1,1,Yes,Yes,0
CUST-00613,2,Month-to-month,Fiber optic,81.82,237.16,No,Yes,Yes,Credit card,0,0,No,No,1
CUST-00614,49,Month-to-month,Fiber optic,72.36,3635.36,No,Yes,No,Electronic check,2,0,Yes,Yes,0
CUST-00615,60,Two year,DSL,48.83,3024.5,No,No,No,Bank transfer,1,0,No,No,0
CUST-00616,1,Two year,No,49.27,96.98,Yes,Yes,No,Mailed check,2,1,No,No,0
CUST-00617,7,Month-to-month,No,29.01,224.3,No,No,No,Electronic check,0,0,No,No,1
CUST-00618,39,One year,Fiber optic,43.65,1598.04,No,No,No,Credit card,0,0,No,No,0
CUST-00619,33,Month-to-month,Fiber optic,114.05,3490.73,Yes,Yes,No,Bank transfer,1,1,No,Yes,1
CUST-00620,4,Month-to-month,Fiber optic,45.2,235.17,No,No,Yes,Electronic check,1,0,Yes,Yes,0
CUST-00621,5,Two year,Fiber optic,35.17,198.38,No,No,Yes,Mailed check,2,0,No,No,1
CUST-00622,11,Two year,DSL,73.0,875.52,No,No,No,Bank transfer,4,0,Yes,No,0
CUST-00623,15,One year,No,62.24,1037.17,Yes,Yes,Yes,Electronic check,2,1,Yes,Yes,0
CUST-00624,23,Month-to-month,No,60.11,1475.45,No,No,No,Credit card,1,0,Yes,No,0
CUST-00625,11,Two year,DSL,100.23,1104.6,Yes,No,Yes,Electronic check,1,1,No,No,0
CUST-00626,14,Month-to-month,No,78.73,1204.91,Yes,No,Yes,Electronic check,2,1,No,Yes,0
CUST-00627,33,Month-to-month,DSL,51.75,1775.26,No,Yes,Yes,Electronic check,1,0,No,No,0
CUST-00628,0,Month-to-month,Fiber optic,54.39,51.64,No,No,No,Electronic check,4,0,Yes,No,1
CUST-00629,6,Month-to-month,DSL,52.44,368.34,No,No,No,Electronic check,1,0,No,No,1
CUST-00630,29,One year,DSL,86.87,2668.34,No,Yes,Yes,Credit card,1,0,Yes,Yes,0
CUST-00631,54,One year,DSL,57.3,2974.11,Yes,Yes,Yes,Electronic check,2,0,No,No,0
CUST-00632,17,Month-to-month,Fiber optic,20.17,374.08,No,No,Yes,Electronic check,0,0,No,Yes,0
CUST-00633,18,Month-to-month,Fiber optic,63.79,1105.14,Yes,Yes,Yes,Electronic check,0,1,Yes,No,0
CUST-00634,2,Month-to-month,Fiber optic,26.57,78.05,No,No,Yes,Bank transfer,2,1,Yes,No,1
CUST-00635,14,Month-to-month,No,119.61,1677.5,No,Yes,No,Bank transfer,1,0,Yes,No,1
CUST-00636,18,One year,Fiber optic,40.86,783.48,No,No,No,Bank transfer,2,0,Yes,No,0
CUST-00637,6,Two year,DSL,60.95,395.18,No,Yes,Yes,Electronic check,1,0,No,Yes,0
CUST-00638,7,Month-to-month,DSL,71.46,543.79,No,No,Yes,Bank transfer,0,0,Yes,No,0
CUST-00639,11,Month-to-month,Fiber optic,57.78,637.27,No,No,No,Bank transfer,1,0,Yes,No,0
CUST-00640,0,One year,DSL,57.75,59.01,No,No,No,Mailed check,2,0,No,No,1
CUST-00641,9,Two year,No,75.55,694.94,No,No,No,Mailed check,2,0,No,No,0
CUST-00642,5,Month-to-month,DSL,103.16,624.2,No,Yes,Yes,Bank transfer,2,0,Yes,Yes,1
CUST-00643,9,Month-to-month,No,84.19,847.02,No,Yes,Yes,Electronic check,1,1,Yes,No,1
CUST-00644,3,One year,Fiber optic,101.96,375.77,No,No,Yes,Electronic check,1,0,Yes,No,0
CUST-00645,53,Month-to-month,Fiber optic,38.83,2065.17,Yes,No,No,Electronic check,0,1,Yes,No,0
CUST-00646,21,Month-to-month,No,72.93,1563.6,Yes,No,No,Mailed check,0,0,Yes,No,0
CUST-00647,27,One year,No,68.88,1907.76,No,No,Yes,Electronic check,0,0,No,Yes,0
CUST-00648,37,One year,No,73.78,2917.42,No,No,No,Bank transfer,2,0,Yes,Yes,0
CUST-00649,16,One year,DSL,99.41,1541.39,No,No,Yes,Credit card,2,0,Yes,No,0
CUST-00650,2,One year,No,59.48,182.56,No,Yes,No,Bank transfer,2,0,Yes,No,0
CUST-00651,18,One year,No,54.86,1072.9,Yes,No,Yes,Mailed check,3,0,No,No,0
CUST-00652,21,Month-to-month,No,78.35,1583.98,No,No,Yes,Bank transfer,3,0,Yes,No,0
CUST-00653,32,Month-to-month,DSL,20.54,676.75,No,No,Yes,Bank transfer,0,0,No,Yes,0
CUST-00654,13,Month-to-month,Fiber optic,59.08,831.52,No,Yes,Yes,Mailed check,0,0,No,Yes,0
CUST-00655,3,Month-to-month,No,61.65,242.24,No,Yes,No,Bank transfer,0,0,No,Yes,0
CUST-00656,8,One year,Fiber optic,41.99,368.63,Yes,Yes,Yes,Bank transfer,1,0,Yes,No,0
CUST-00657,10,Two year,DSL,91.43,953.1,Yes,No,No,Electronic check,1,0,Yes,No,1
CUST-00658,24,Two year,Fiber optic,38.44,964.23,No,No,Yes,Mailed check,1,0,No,No,0
CUST-00659,20,One year,DSL,61.6,1219.65,No,Yes,Yes,Electronic check,4,0,No,No,0
CUST-00660,10,Month-to-month,DSL,72.33,770.97,No,No,No,Credit card,2,1,No,Yes,1
CUST-00661,72,Month-to-month,Fiber optic,98.84,7421.72,No,No,No,Electronic check,0,0,No,No,0
CUST-00662,22,Two year,No,64.74,1360.12,Yes,No,Yes,Electronic check,0,0,No,No,0
CUST-00663,6,One year,Fiber optic,88.4,605.96,No,Yes,No,Mailed check,2,0,No,No,1
CUST-00664,2,One year,DSL,82.51,240.82,No,No,No,Credit card,1,0,No,No,0
CUST-00665,3,One year,Fiber optic,68.09,260.59,No,No,Yes,Mailed check,0,0,Yes,No,0
CUST-00666,6,One year,Fiber optic,37.76,261.58,No,Yes,No,Bank transfer,2,0,Yes,No,0
CUST-00667,4,Two year,Fiber optic,29.14,131.47,No,No,Yes,Bank transfer,2,0,No,Yes,0
CUST-00668,4,Month-to-month,DSL,67.66,329.46,No,No,Yes,Bank transfer,1,0,Yes,No,1
CUST-00669,8,One year,Fiber optic,51.43,450.3,Yes,Yes,No,Credit card,1,0,Yes,No,1
CUST-00670,4,Two year,No,87.98,429.97,Yes,Yes,Yes,Electronic check,4,0,Yes,No,0
CUST-00671,54,Month-to-month,Fiber optic,83.65,4287.28,No,No,Yes,Credit card,0,0,No,No,0
CUST-00672,2,One year,Fiber optic,60.38,168.67,No,Yes,Yes,Credit card,1,0,Yes,Yes,0
CUST-00673,17,Month-to-month,Fiber optic,36.06,647.18,No,Yes,No,Credit card,0,1,No,No,0
CUST-00674,12,Two year,Fiber optic,77.77,923.97,No,No,No,Bank transfer,0,0,Yes,Yes,0
CUST-00675,72,Month-to-month,DSL,39.55,2730.92,No,No,Yes,Credit card,1,0,No,Yes,0
CUST-00676,2,One year,No,46.04,141.52,No,No,No,Electronic check,1,0,Yes,No,0
CUST-00677,12,Month-to-month,DSL,40.51,482.16,Yes,No,Yes,Electronic check,2,0,Yes,No,0
CUST-00678,72,One year,Fiber optic,61.54,4358.59,Yes,Yes,No,Electronic check,3,0,No,No,0
CUST-00679,48,Month-to-month,Fiber optic,94.25,4619.61,Yes,No,No,Electronic check,2,1,No,No,1
CUST-00680,40,Month-to-month,DSL,64.87,2450.21,No,No,No,Bank transfer,1,0,Yes,No,0
CUST-00681,7,Month-to-month,No,53.92,408.44,Yes,No,Yes,Electronic check,2,0,No,Yes,1
CUST-00682,4,Two year,Fiber optic,26.86,132.13,No,No,No,Electronic check,0,0,No,No,0
CUST-00683,26,Month-to-month,DSL,78.8,2019.27,Yes,Yes,Yes,Bank transfer,4,1,Yes,Yes,0
CUST-00684,63,Month-to-month,Fiber optic,45.49,2668.23,No,No,No,Credit card,0,0,Yes,No,0
CUST-00685,19,One year,Fiber optic,67.94,1270.29,No,Yes,Yes,Bank transfer,1,0,No,No,0
CUST-00686,20,Month-to-month,DSL,56.14,1080.4,No,No,Yes,Credit card,1,0,Yes,No,1
CUST-00687,7,Two year,Fiber optic,85.95,720.28,Yes,Yes,Yes,Bank transfer,1,1,Yes,Yes,1
CUST-00688,35,Month-to-month,DSL,61.07,2056.38,Yes,Yes,Yes,Credit card,0,0,No,No,0
CUST-00689,4,One year,Fiber optic,63.53,311.16,No,No,Yes,Mailed check,4,0,Yes,No,1
CUST-00690,9,Month-to-month,DSL,77.14,743.84,No,No,No,Credit card,2,0,Yes,No,0
CUST-00691,13,Month-to-month,Fiber optic,117.67,1623.37,No,No,Yes,Electronic check,1,0,No,No,0
CUST-00692,17,One year,No,87.21,1530.09,No,No,Yes,Credit card,0,0,Yes,No,0
CUST-00693,6,One year,Fiber optic,62.78,443.45,Yes,No,Yes,Bank transfer,5,1,No,No,1
CUST-00694,2,One year,No,65.08,201.28,Yes,No,No,Bank transfer,1,0,Yes,Yes,0
CUST-00695,22,Month-to-month,No,51.88,1124.98,No,No,Yes,Bank transfer,4,0,No,No,0
CUST-00696,8,Month-to-month,No,41.25,344.35,No,Yes,Yes,Credit card,0,0,Yes,No,1
CUST-00697,20,Month-to-month,DSL,51.18,1125.99,Yes,No,Yes,Credit card,1,0,Yes,No,0
CUST-00698,4,Two year,DSL,45.7,235.33,No,No,No,Electronic check,2,0,Yes,No,0
CUST-00699,15,Month-to-month,Fiber optic,81.33,1242.19,No,No,Yes,Electronic check,0,0,No,Yes,1
CUST-00700,18,Month-to-month,Fiber optic,38.22,751.03,No,No,Yes,Electronic check,3,0,No,No,1
CUST-00701,1,Month-to-month,Fiber optic,98.33,196.77,Yes,No,No,Electronic check,1,0,Yes,No,1
CUST-00702,9,One year,Fiber optic,83.8,809.18,Yes,No,Yes,Electronic check,3,0,Yes,No,1
CUST-00703,3,Month-to-month,No,65.51,270.17,No,No,Yes,Bank transfer,0,0,Yes,No,0
CUST-00704,1,Two year,Fiber optic,65.01,130.19,Yes,No,Yes,Mailed check,2,0,No,No,0
CUST-00705,72,Month-to-month,DSL,51.07,3817.46,Yes,No,No,Bank transfer,1,0,Yes,No,0
CUST-00706,9,Two year,DSL,71.75,690.71,No,Yes,Yes,Mailed check,1,0,No,Yes,0
CUST-00707,39,Month-to-month,DSL,92.2,3761.05,Yes,No,Yes,Bank transfer,1,0,No,No,0
CUST-00708,7,One year,DSL,47.42,362.3,No,No,Yes,Electronic check,3,1,No,No,0
CUST-00709,27,Two year,Fiber optic,26.67,754.42,No,Yes,No,Bank transfer,4,0,No,No,0
CUST-00710,34,Month-to-month,DSL,82.58,2790.09,No,No,Yes,Bank transfer,2,1,Yes,No,0
CUST-00711,21,Two year,Fiber optic,73.11,1545.34,Yes,No,Yes,Electronic check,2,0,Yes,Yes,0
CUST-00712,15,Month-to-month,No,37.0,603.54,No,No,No,Electronic check,0,0,Yes,No,0
CUST-00713,12,Two year,DSL,46.67,557.42,No,No,No,Electronic check,3,1,No,No,0
CUST-00714,10,One year,No,43.52,497.5,No,Yes,No,Credit card,0,0,Yes,No,0
CUST-00715,63,Month-to-month,Fiber optic,46.89,2929.84,Yes,No,Yes,Bank transfer,3,0,Yes,No,0
CUST-00716,42,Month-to-month,Fiber optic,56.91,2435.9,Yes,Yes,Yes,Bank transfer,2,1,Yes,Yes,1
CUST-00717,72,Month-to-month,Fiber optic,58.34,4091.83,No,Yes,Yes,Electronic check,1,1,No,No,0
CUST-00718,3,Month-to-month,Fiber optic,48.73,194.31,No,No,No,Electronic check,2,0,No,No,1
CUST-00719,31,Month-to-month,Fiber optic,46.05,1483.15,No,Yes,No,Electronic check,3,0,Yes,Yes,0
CUST-00720,66,Month-to-month,DSL,59.28,4091.99,No,Yes,No,Electronic check,0,0,Yes,No,0
CUST-00721,4,Month-to-month,Fiber optic,69.19,355.69,No,No,Yes,Electronic check,4,0,Yes,No,1
CUST-00722,1,One year,DSL,57.09,108.89,No,No,No,Electronic check,0,0,Yes,No,0
CUST-00723,32,Month-to-month,No,93.97,3077.37,No,No,No,Bank transfer,1,0,No,No,1
CUST-00724,20,Month-to-month,DSL,77.7,1659.58,No,No,No,Mailed check,2,1,No,Yes,1
CUST-00725,44,One year,Fiber optic,25.23,1152.07,Yes,No,No,Mailed check,4,0,No,No,0
CUST-00726,3,Month-to-month,Fiber optic,78.09,322.87,No,Yes,No,Bank transfer,0,0,No,No,1
CUST-00727,38,Month-to-month,DSL,80.14,3202.94,No,No,Yes,Bank transfer,1,0,Yes,No,0
CUST-00728,5,Month-to-month,Fiber optic,54.13,327.27,No,No,Yes,Bank transfer,1,0,No,Yes,1
CUST-00729,4,Two year,DSL,27.62,139.8,No,Yes,Yes,Electronic check,1,0,No,Yes,0
CUST-00730,4,Two year,Fiber optic,65.2,332.88,No,No,Yes,Credit card,3,0,No,No,1
CUST-00731,40,Month-to-month,No,64.81,2725.46,Yes,No,Yes,Credit card,3,0,No,No,0
CUST-00732,26,One year,DSL,36.96,950.92,Yes,Yes,Yes,Electronic check,0,0,No,Yes,0
CUST-00733,17,Month-to-month,DSL,28.72,525.89,No,Yes,No,Electronic check,3,1,No,No,1
CUST-00734,10,One year,Fiber optic,62.81,720.19,Yes,Yes,Yes,Credit card,1,1,Yes,No,0
CUST-00735,50,One year,Fiber optic,59.17,2821.35,No,No,Yes,Credit card,1,0,Yes,Yes,1
CUST-00736,11,One year,DSL,54.57,594.09,Yes,No,Yes,Electronic check,0,0,No,Yes,0
CUST-00737,40,Month-to-month,DSL,62.91,2349.39,Yes,No,Yes,Electronic check,2,0,Yes,No,0
CUST-00738,13,Month-to-month,Fiber optic,37.43,488.65,Yes,No,Yes,Credit card,2,0,No,No,0
CUST-00739,11,Month-to-month,Fiber optic,54.13,674.22,No,No,No,Electronic check,4,1,No,No,1
CUST-00740,14,Two year,Fiber optic,78.33,1079.8,No,No,Yes,Credit card,1,1,No,No,0
CUST-00741,8,One year,DSL,56.25,512.4,Yes,No,Yes,Electronic check,1,0,Yes,No,0
CUST-00742,33,Two year,Fiber optic,23.2,812.51,Yes,No,Yes,Credit card,1,0,Yes,No,0
CUST-00743,16,Two year,DSL,53.18,932.65,No,No,No,Electronic check,0,0,No,No,0
CUST-00744,6,Month-to-month,DSL,38.25,257.71,No,No,No,Electronic check,2,0,No,No,0
CUST-00745,55,One year,DSL,71.68,3910.88,No,No,Yes,Credit card,0,0,No,No,1
CUST-00746,11,One year,No,72.97,830.53,No,No,No,Electronic check,3,0,No,No,0
CUST-00747,18,Two year,No,23.53,412.24,No,No,No,Electronic check,3,1,Yes,Yes,0
CUST-00748,56,Two year,DSL,83.98,4460.52,No,No,Yes,Credit card,2,1,Yes,Yes,0
CUST-00749,23,One year,Fiber optic,37.2,821.57,Yes,No,Yes,Electronic check,1,0,No,No,1
CUST-00750,2,Month-to-month,Fiber optic,103.98,299.81,No,No,Yes,Electronic check,1,0,Yes,No,1
CUST-00751,67,One year,DSL,63.78,4014.16,No,No,Yes,Electronic check,0,0,Yes,No,0
CUST-00752,23,Month-to-month,DSL,33.84,780.09,No,No,No,Bank transfer,2,0,No,No,0
CUST-00753,9,One year,DSL,36.45,374.59,Yes,Yes,Yes,Bank transfer,0,0,No,No,0
CUST-00754,3,Two year,Fiber optic,73.7,294.26,No,Yes,Yes,Credit card,2,0,No,No,1
CUST-00755,37,Month-to-month,DSL,55.22,2097.13,No,No,Yes,Mailed check,4,1,Yes,Yes,1
CUST-00756,23,One year,Fiber optic,62.58,1534.63,No,Yes,Yes,Mailed check,1,0,No,No,1
CUST-00757,18,Month-to-month,DSL,105.32,1813.34,Yes,No,No,Mailed check,1,0,Yes,No,0
CUST-00758,53,Month-to-month,Fiber optic,47.52,2615.29,Yes,No,Yes,Credit card,4,0,Yes,Yes,0
CUST-00759,37,Month-to-month,DSL,66.5,2348.73,No,No,Yes,Bank transfer,3,0,No,No,0
CUST-00760,3,One year,Fiber optic,100.5,382.66,No,No,No,Credit card,2,0,Yes,Yes,0
CUST-00761,8,Two year,Fiber optic,71.76,611.1,Yes,No,Yes,Credit card,0,0,Yes,Yes,0
CUST-00762,6,Two year,DSL,24.83,159.18,No,No,Yes,Electronic check,3,0,No,Yes,0
CUST-00763,32,Month-to-month,Fiber optic,77.63,2372.36,Yes,No,Yes,Mailed check,0,0,No,Yes,0
CUST-00764,0,Two year,DSL,35.92,37.48,No,No,Yes,Bank transfer,0,0,No,No,0
CUST-00765,20,One year,DSL,100.17,2082.62,Yes,Yes,Yes,Electronic check,2,0,Yes,No,0
CUST-00766,34,Month-to-month,DSL,44.43,1510.1,Yes,Yes,Yes,Electronic check,2,0,Yes,No,0
CUST-00767,50,Month-to-month,Fiber optic,120.0,6203.66,Yes,No,Yes,Credit card,0,0,Yes,No,1
CUST-00768,10,Month-to-month,DSL,101.68,1143.15,Yes,No,Yes,Mailed check,0,0,No,No,1
CUST-00769,41,Two year,DSL,45.08,1735.34,Yes,No,Yes,Bank transfer,1,0,Yes,No,0
CUST-00770,2,One year,DSL,65.5,198.69,No,No,No,Bank transfer,1,0,Yes,Yes,0
CUST-00771,44,One year,DSL,83.84,3923.18,No,No,Yes,Bank transfer,0,0,No,Yes,1
CUST-00772,3,Month-to-month,Fiber optic,84.59,334.24,No,No,No,Electronic check,1,0,No,No,0
CUST-00773,12,One year,Fiber optic,76.06,980.99,Yes,Yes,No,Bank transfer,2,0,Yes,No,0
CUST-00774,38,Month-to-month,Fiber optic,96.3,3870.48,Yes,No,Yes,Mailed check,3,0,No,No,1
CUST-00775,3,Month-to-month,Fiber optic,61.93,248.2,No,No,No,Credit card,1,0,Yes,No,0
CUST-00776,6,One year,Fiber optic,55.83,410.07,No,No,No,Mailed check,1,0,No,Yes,1
CUST-00777,30,Month-to-month,DSL,56.33,1645.65,Yes,No,Yes,Credit card,4,0,No,No,0
CUST-00778,30,Two year,DSL,86.46,2752.15,Yes,No,No,Mailed check,2,0,No,No,0
CUST-00779,24,Month-to-month,Fiber optic,74.13,1838.17,No,No,Yes,Credit card,2,0,Yes,Yes,0
CUST-00780,28,One year,No,72.28,2001.5,No,No,Yes,Credit card,1,0,Yes,No,0
CUST-00781,18,Month-to-month,DSL,84.88,1665.07,No,No,No,Bank transfer,1,0,No,No,0
CUST-00782,6,One year,No,18.0,132.23,No,No,Yes,Mailed check,0,0,Yes,Yes,0
CUST-00783,10,Month-to-month,DSL,72.75,727.17,No,Yes,No,Mailed check,2,1,No,Yes,0
CUST-00784,4,Month-to-month,DSL,70.46,365.98,No,Yes,No,Bank transfer,2,0,No,No,0
CUST-00785,57,Two year,Fiber optic,106.72,5759.37,Yes,No,No,Bank transfer,1,1,Yes,No,0
CUST-00786,21,Month-to-month,Fiber optic,26.79,548.58,No,No,Yes,Mailed check,2,1,No,No,1
CUST-00787,12,Two year,Fiber optic,103.93,1224.44,Yes,No,No,Bank transfer,3,0,No,No,0
CUST-00788,14,Two year,DSL,66.89,1041.81,No,No,Yes,Bank transfer,0,0,Yes,Yes,0
CUST-00789,70,Month-to-month,Fiber optic,77.22,5558.88,No,No,Yes,Electronic check,3,1,Yes,No,0
CUST-00790,3,Month-to-month,DSL,106.9,388.27,No,No,Yes,Electronic check,1,0,Yes,No,1
CUST-00791,21,One year,Fiber optic,79.02,1729.8,No,Yes,No,Electronic check,1,0,No,Yes,0
CUST-00792,16,Two year,No,75.01,1170.63,Yes,No,Yes,Electronic check,4,0,Yes,Yes,0
CUST-00793,22,Two year,Fiber optic,71.06,1655.15,Yes,No,Yes,Mailed check,0,0,No,No,0
CUST-00794,0,Month-to-month,Fiber optic,52.91,50.87,No,Yes,Yes,Credit card,2,0,Yes,No,1
CUST-00795,49,One year,Fiber optic,64.29,2918.02,No,Yes,Yes,Mailed check,0,1,Yes,No,0
CUST-00796,64,Month-to-month,Fiber optic,47.11,3136.9,Yes,No,No,Electronic check,1,0,No,Yes,0
CUST-00797,19,Two year,Fiber optic,63.89,1259.73,No,No,Yes,Mailed check,0,1,Yes,No,0
CUST-00798,28,Two year,DSL,18.0,530.32,Yes,No,Yes,Credit card,0,0,No,No,0
CUST-00799,61,Month-to-month,Fiber optic,75.73,4700.8,No,No,No,Electronic check,0,0,Yes,No,1
CUST-00800,29,Month-to-month,Fiber optic,61.96,1794.04,Yes,No,Yes,Credit card,1,0,No,No,0
CUST-00801,3,Month-to-month,No,56.59,227.45,No,No,No,Electronic check,0,0,No,No,1
CUST-00802,20,Month-to-month,Fiber optic,70.49,1335.54,Yes,No,Yes,Electronic check,1,1,No,No,0
CUST-00803,22,Two year,No,29.16,637.79,No,No,Yes,Bank transfer,1,0,Yes,No,0
