customer_id,churn_probability,risk_tier,annual_revenue
CUST-01724,0.43935078778613806,Medium Risk,1017.1200000000001
CUST-03095,0.15009753312760238,Low Risk,216.0
CUST-01462,0.22578287855839543,Low Risk,581.4000000000001
CUST-02385,0.6858323456066185,Medium Risk,1292.8799999999999
CUST-02082,0.5993785415445613,Medium Risk,577.2
CUST-01786,0.1710027282462089,Low Risk,463.43999999999994
CUST-03367,0.4658210899242423,Medium Risk,1018.44
CUST-01550,0.34236704880900953,Low Risk,651.0
CUST-04683,0.45085744908879766,Medium Risk,820.92
CUST-01763,0.6480032714535762,Medium Risk,841.44
CUST-02973,0.17573252822323945,Low Risk,672.48
CUST-04226,0.5663454830743843,Medium Risk,315.71999999999997
CUST-02826,0.18411113117573924,Low Risk,216.0
CUST-04958,0.3102309548034698,Low Risk,594.72
CUST-02428,0.665909879612048,Medium Risk,1339.68
CUST-01972,0.758660950077662,High Risk,1224.96
CUST-01829,0.6684597931034907,Medium Risk,684.96
CUST-02171,0.26245004135359173,Low Risk,664.3199999999999
CUST-03885,0.2254251593351032,Low Risk,942.8399999999999
CUST-02344,0.14632312078529408,Low Risk,391.56000000000006
CUST-04024,0.6238055457775616,Medium Risk,1329.96
CUST-04316,0.18945734468311848,Low Risk,510.48
CUST-02841,0.45123899685256363,Medium Risk,1433.28
CUST-00961,0.2670836183835586,Low Risk,216.0
CUST-00542,0.42433735177117726,Medium Risk,1002.1200000000001
CUST-00712,0.48397864503389826,Medium Risk,444.0
CUST-00106,0.7811319483685327,High Risk,660.24
CUST-02429,0.23482734831985994,Low Risk,683.28
CUST-04866,0.7128921095101065,High Risk,798.36
CUST-01076,0.7036967614445588,High Risk,1224.0
CUST-02324,0.3318644107896575,Low Risk,725.52
CUST-01185,0.05236357650374003,Low Risk,480.72
CUST-02801,0.29013583343824995,Low Risk,1120.56
CUST-02574,0.7154853495139711,High Risk,763.6800000000001
CUST-03240,0.4768763790040168,Medium Risk,979.3199999999999
CUST-00018,0.6213348229281873,Medium Risk,801.48
CUST-03053,0.5591582180249617,Medium Risk,637.2
CUST-02914,0.5747904126989027,Medium Risk,942.72
CUST-01122,0.3192425132805368,Low Risk,1374.96
CUST-03630,0.3152650713145191,Low Risk,766.5600000000001
CUST-00088,0.17858271603025822,Low Risk,448.91999999999996
CUST-04611,0.6085848787642874,Medium Risk,345.6
CUST-02768,0.5987366442402068,Medium Risk,216.12
CUST-01888,0.33339698211133034,Low Risk,685.2
CUST-03196,0.2413458802540759,Low Risk,1173.48
CUST-03997,0.17141388801449006,Low Risk,365.4
CUST-02400,0.7137151505647892,High Risk,1321.32
CUST-02275,0.25986472332987004,Low Risk,653.64
CUST-00718,0.7187743535025366,High Risk,584.76
CUST-04954,0.5609484644127143,Medium Risk,1093.32
CUST-02730,0.3854677350128084,Low Risk,275.4
CUST-02753,0.5939849691721383,Medium Risk,432.59999999999997
CUST-02100,0.25911749635772857,Low Risk,216.0
CUST-02103,0.2545174399733084,Low Risk,765.84
CUST-01340,0.7866884320604276,High Risk,974.8799999999999
CUST-03150,0.48896573559538126,Medium Risk,492.0
CUST-03326,0.28642333899013117,Low Risk,393.24
CUST-02626,0.43820603250923473,Medium Risk,751.8
CUST-02106,0.15864687261127935,Low Risk,554.04
CUST-04573,0.4398496254107486,Medium Risk,993.24
CUST-03626,0.6132673330117168,Medium Risk,705.36
CUST-01762,0.5691618405121924,Medium Risk,568.6800000000001
CUST-03663,0.6648259141585003,Medium Risk,813.48
CUST-03677,0.3734124347649299,Low Risk,1170.3600000000001
CUST-03258,0.3591264018509387,Low Risk,216.0
CUST-04934,0.5394767492074152,Medium Risk,591.0
CUST-02897,0.5922103129567441,Medium Risk,239.76
CUST-02802,0.07138126733688958,Low Risk,557.64
CUST-02711,0.5825056676898922,Medium Risk,504.48
CUST-00950,0.6041264399287436,Medium Risk,454.43999999999994
CUST-03466,0.6042623574200441,Medium Risk,644.28
CUST-01850,0.7223317554433198,High Risk,673.92
CUST-04827,0.5091289149214233,Medium Risk,324.6
CUST-02377,0.36758227133502164,Low Risk,829.6800000000001
CUST-00892,0.37045775495831834,Low Risk,1361.4
CUST-01513,0.662421515310334,Medium Risk,633.48
CUST-04761,0.1608186653517187,Low Risk,343.32
CUST-02519,0.43311611312977844,Medium Risk,706.2
CUST-02233,0.22862597121002362,Low Risk,478.56000000000006
CUST-01178,0.3599449992969646,Low Risk,735.5999999999999
CUST-03291,0.35879219264198536,Low Risk,633.72
CUST-04217,0.3003780653642635,Low Risk,701.16
CUST-03906,0.3815440202571224,Low Risk,967.56
CUST-03914,0.09328517829899904,Low Risk,361.68
CUST-04266,0.47321765800815957,Medium Risk,578.64
CUST-04055,0.3784464270488589,Low Risk,613.3199999999999
CUST-01499,0.19387095157519987,Low Risk,1234.32
CUST-04775,0.3376749010748916,Low Risk,714.96
CUST-04891,0.6261635753414577,Medium Risk,973.08
CUST-04809,0.13428460520140464,Low Risk,530.76
CUST-04716,0.4456349620192245,Medium Risk,847.8000000000001
CUST-00054,0.5311383999685237,Medium Risk,804.96
CUST-04156,0.26060947135241985,Low Risk,1142.28
CUST-03500,0.7488213210438444,High Risk,662.16
CUST-01565,0.7465564673892089,High Risk,830.28
CUST-02454,0.21933807530188176,Low Risk,304.68
CUST-01714,0.4293151676513243,Medium Risk,216.0
CUST-00968,0.321975274339604,Low Risk,1440.0
CUST-00024,0.21652584154752086,Low Risk,920.52
CUST-03606,0.24749544826314424,Low Risk,549.36
CUST-00423,0.678174702576898,Medium Risk,700.08
CUST-03172,0.6407407373689532,Medium Risk,514.8
CUST-03995,0.7168943418144493,High Risk,1016.1600000000001
CUST-01310,0.7782456537263516,High Risk,655.92
CUST-00733,0.5739418664324355,Medium Risk,344.64
CUST-03980,0.30890607869431647,Low Risk,482.76
CUST-00860,0.32486881424397807,Low Risk,216.0
CUST-02407,0.3176157101189246,Low Risk,871.6800000000001
CUST-04834,0.4925351161560406,Medium Risk,338.64
CUST-02239,0.6997222625670714,Medium Risk,954.0
CUST-04772,0.6568257319609182,Medium Risk,750.36
CUST-04449,0.41405560648211065,Medium Risk,658.08
CUST-04178,0.5545259957703678,Medium Risk,882.8399999999999
CUST-02155,0.4115531212583941,Medium Risk,609.12
CUST-02354,0.3518352917979494,Low Risk,837.5999999999999
CUST-04303,0.6416143410865739,Medium Risk,1218.24
CUST-04189,0.09820409340565744,Low Risk,822.5999999999999
CUST-03776,0.28118005054452055,Low Risk,1422.84
CUST-02086,0.42969025517656567,Medium Risk,1267.1999999999998
CUST-02349,0.3312937223748271,Low Risk,519.36
CUST-04165,0.25221164207511293,Low Risk,971.04
CUST-00680,0.26962990219673727,Low Risk,778.44
CUST-02987,0.5231495699567701,Medium Risk,509.15999999999997
CUST-04713,0.45031452035537123,Medium Risk,347.04
CUST-04868,0.22016676893556697,Low Risk,853.6800000000001
CUST-04923,0.17810402438678347,Low Risk,792.48
CUST-00292,0.36173537314645027,Low Risk,552.24
CUST-03294,0.1821104877938091,Low Risk,471.0
CUST-03142,0.42413873093258203,Medium Risk,873.48
CUST-03223,0.3570661765602087,Low Risk,898.1999999999999
CUST-02641,0.7144577730036222,High Risk,789.48
CUST-00545,0.6932058569959545,Medium Risk,721.3199999999999
CUST-04561,0.7921511640940833,High Risk,824.52
CUST-03188,0.43784951536674316,Medium Risk,1026.0
CUST-02129,0.25573776910487667,Low Risk,855.96
CUST-01657,0.6883923384319597,Medium Risk,885.72
CUST-01375,0.20490583478020125,Low Risk,1218.24
CUST-03133,0.6099877872645358,Medium Risk,864.72
CUST-03060,0.4502104608510475,Medium Risk,735.0
CUST-01839,0.295095653696329,Low Risk,625.3199999999999
CUST-04590,0.42687007546547545,Medium Risk,216.0
CUST-04628,0.4931878640897555,Medium Risk,723.48
CUST-01439,0.39251170893421805,Low Risk,1117.92
CUST-00489,0.06991744541279332,Low Risk,1005.96
CUST-04009,0.45750694622681787,Medium Risk,1191.24
CUST-01963,0.48126516914351686,Medium Risk,691.8
CUST-00103,0.5772392603587277,Medium Risk,530.28
CUST-00579,0.7512058068627944,High Risk,811.1999999999999
CUST-02096,0.2063209564553563,Low Risk,773.64
CUST-04251,0.5735935772395838,Medium Risk,653.76
CUST-00715,0.23070185225168052,Low Risk,562.6800000000001
CUST-03641,0.21010683463619637,Low Risk,597.84
CUST-00368,0.46898960745813467,Medium Risk,992.28
CUST-00000,0.7564935019992187,High Risk,1284.24
CUST-03807,0.4988660141771978,Medium Risk,768.36
CUST-04151,0.7198957642210795,High Risk,792.36
CUST-03692,0.5148277814746761,Medium Risk,988.6800000000001
CUST-03806,0.5076376130386934,Medium Risk,216.0
CUST-02262,0.2714923537036951,Low Risk,579.5999999999999
CUST-01891,0.36103528747410274,Low Risk,1026.24
CUST-02331,0.36847781187729195,Low Risk,1002.72
CUST-01158,0.32378775447903807,Low Risk,1024.32
CUST-04901,0.6677436035790643,Medium Risk,663.12
CUST-04787,0.28434673153342915,Low Risk,828.0
CUST-01922,0.644554789306626,Medium Risk,1440.0
CUST-00991,0.38572431917019007,Low Risk,944.28
CUST-03024,0.6612284961073371,Medium Risk,235.07999999999998
CUST-02995,0.3361322838218593,Low Risk,1127.52
CUST-02650,0.7548890671704003,High Risk,1011.96
CUST-03163,0.6481955054786889,Medium Risk,684.84
CUST-02933,0.6117176436154566,Medium Risk,847.08
CUST-03430,0.5217069568008862,Medium Risk,1056.1200000000001
CUST-04543,0.7489917435079295,High Risk,786.48
CUST-04049,0.7297995399990792,High Risk,412.68
CUST-00604,0.8066593487960082,High Risk,1184.76
CUST-04127,0.16219485826180374,Low Risk,1133.8799999999999
CUST-04073,0.38976452407071027,Low Risk,466.79999999999995
CUST-00171,0.6842920210694134,Medium Risk,1031.4
CUST-02409,0.3106055860215438,Low Risk,997.8000000000001
CUST-02675,0.40220291054500384,Medium Risk,785.1600000000001
CUST-03116,0.3898475865800356,Low Risk,555.48
CUST-01848,0.254097637096217,Low Risk,715.6800000000001
CUST-02592,0.5562395862037232,Medium Risk,1071.24
CUST-04402,0.5340134080434987,Medium Risk,623.64
CUST-00628,0.8043054040644422,High Risk,652.6800000000001
CUST-01525,0.3424627409424021,Low Risk,919.8000000000001
CUST-01674,0.38758962343212616,Low Risk,909.24
CUST-03230,0.6268579515257888,Medium Risk,654.0
CUST-01278,0.34706361547333925,Low Risk,887.52
CUST-03076,0.19252276296581447,Low Risk,629.52
CUST-04519,0.7892499610327857,High Risk,1007.64
CUST-00820,0.30695950649365333,Low Risk,1139.28
CUST-03568,0.3183353727681572,Low Risk,785.28
CUST-00838,0.24853191014400802,Low Risk,669.96
CUST-02601,0.6182718292037135,Medium Risk,537.48
CUST-01275,0.43983954957927607,Medium Risk,343.56
CUST-01632,0.3922884999533052,Low Risk,1005.1200000000001
CUST-02961,0.6562383086730993,Medium Risk,654.48
CUST-03584,0.7214150765650165,High Risk,777.5999999999999
CUST-01090,0.13395480343393187,Low Risk,809.28
CUST-00162,0.5291597912686585,Medium Risk,1440.0
CUST-04388,0.6354628615583553,Medium Risk,440.15999999999997
CUST-03719,0.816385983350601,High Risk,673.5600000000001
CUST-04121,0.6899608917587219,Medium Risk,913.56
CUST-01247,0.5978336371786744,Medium Risk,918.0
CUST-01774,0.33480047927142886,Low Risk,512.76
CUST-00922,0.20273497358798523,Low Risk,823.8000000000001
CUST-00019,0.3137778145813553,Low Risk,747.36
CUST-00640,0.5403861353151038,Medium Risk,693.0
CUST-02896,0.29795103205637813,Low Risk,913.6800000000001
CUST-04014,0.4927935493395509,Medium Risk,795.36
CUST-04351,0.5431813674044583,Medium Risk,1297.8000000000002
CUST-02445,0.6227348619535766,Medium Risk,1064.4
CUST-03870,0.23223467196794453,Low Risk,738.72
CUST-03347,0.7499839165454418,High Risk,804.1200000000001
CUST-01397,0.6616625145240751,Medium Risk,730.92
CUST-00315,0.3783678224190799,Low Risk,447.36
CUST-00220,0.45428468820805346,Medium Risk,976.56
CUST-01644,0.748465221231064,High Risk,1006.08
CUST-03868,0.3008456761045833,Low Risk,693.72
CUST-01402,0.7207788551193469,High Risk,604.08
CUST-00773,0.5019803373234513,Medium Risk,912.72
CUST-04221,0.3091440116085848,Low Risk,385.08000000000004
CUST-02632,0.7691509969194935,High Risk,913.92
CUST-02744,0.439664608959918,Medium Risk,713.88
CUST-02698,0.41256778557867674,Medium Risk,1147.08
CUST-00002,0.20687963179122182,Low Risk,534.5999999999999
CUST-00648,0.3035766775987963,Low Risk,885.36
CUST-04172,0.6164590215254726,Medium Risk,976.44
CUST-02143,0.6771661764316624,Medium Risk,476.88
CUST-00503,0.3488668131832712,Low Risk,758.52
CUST-02709,0.29042062084789827,Low Risk,327.36
CUST-00042,0.8056134848276477,High Risk,881.04
CUST-02509,0.13262377752933774,Low Risk,1105.68
CUST-04181,0.5536965347716578,Medium Risk,1021.44
CUST-00520,0.14683711630240176,Low Risk,842.4000000000001
CUST-02656,0.3186852589243747,Low Risk,426.36
CUST-04799,0.19194765543728154,Low Risk,349.44
CUST-04790,0.8067299952017941,High Risk,862.8000000000001
CUST-02071,0.6585563873462484,Medium Risk,394.68
CUST-00151,0.6914345237077584,Medium Risk,356.76
CUST-04564,0.5614735332322375,Medium Risk,546.12
CUST-03742,0.3535012615052716,Low Risk,241.32
CUST-01074,0.33290969702312606,Low Risk,584.4000000000001
CUST-02902,0.8270908516720326,High Risk,887.8799999999999
CUST-00779,0.5670593318266164,Medium Risk,889.56
CUST-01025,0.5570104932800084,Medium Risk,1306.8000000000002
CUST-02426,0.5744706235491508,Medium Risk,466.79999999999995
CUST-01965,0.37986897404945613,Low Risk,912.24
CUST-00564,0.5056187027718572,Medium Risk,1148.52
CUST-00703,0.6744614971166898,Medium Risk,786.1200000000001
CUST-01345,0.5784610301462496,Medium Risk,1124.4
CUST-03088,0.5048939771583296,Medium Risk,1091.6399999999999
CUST-04097,0.7114907459525871,High Risk,1136.4
CUST-04938,0.16046295441323893,Low Risk,756.0
CUST-01974,0.7178793391061323,High Risk,813.36
CUST-01236,0.2785074105435577,Low Risk,919.3199999999999
CUST-01095,0.639506839036834,Medium Risk,901.56
CUST-04976,0.6654533616854711,Medium Risk,794.64
CUST-03693,0.6794520320883716,Medium Risk,837.48
CUST-02705,0.27343353242221285,Low Risk,784.8000000000001
CUST-02085,0.6861642863258592,Medium Risk,1205.04
CUST-00546,0.6465173838898878,Medium Risk,941.4000000000001
CUST-04778,0.6615415996162828,Medium Risk,1390.8000000000002
CUST-04680,0.6567967892741711,Medium Risk,926.4000000000001
CUST-01240,0.17840392425521762,Low Risk,1440.0
CUST-02898,0.6161477608747905,Medium Risk,677.64
CUST-00167,0.6066761097595607,Medium Risk,495.96
CUST-04824,0.705887252574546,High Risk,1118.4
CUST-02102,0.42260207177112524,Medium Risk,1176.6
CUST-00973,0.39593220963817327,Low Risk,1262.16
CUST-04366,0.581614804503008,Medium Risk,372.6
CUST-01470,0.5176847729072073,Medium Risk,950.04
CUST-00657,0.3055282325896758,Low Risk,1097.16
CUST-03481,0.6114019471576014,Medium Risk,1018.44
CUST-04669,0.37582582585532853,Low Risk,590.28
CUST-01627,0.4371297894338553,Medium Risk,804.36
CUST-00541,0.42288233116830864,Medium Risk,955.08
CUST-04846,0.06470250283649642,Low Risk,853.44
CUST-04541,0.47443104453274143,Medium Risk,518.76
CUST-02355,0.6267657405533178,Medium Risk,1257.72
CUST-02157,0.712286313723863,High Risk,758.88
CUST-04045,0.6542608314339227,Medium Risk,903.36
CUST-02043,0.7176585444954376,High Risk,982.08
CUST-03894,0.5227791470459134,Medium Risk,1039.1999999999998
CUST-03003,0.25927456348350975,Low Risk,527.52
CUST-01804,0.5788917880516223,Medium Risk,555.5999999999999
CUST-04067,0.10955742560920262,Low Risk,393.84000000000003
CUST-03658,0.5527073093576316,Medium Risk,908.28
CUST-01202,0.23897869893156534,Low Risk,603.96
CUST-04527,0.26034727420344567,Low Risk,216.0
CUST-02333,0.4109770458863828,Medium Risk,604.6800000000001
CUST-01757,0.3186121648339982,Low Risk,1184.8799999999999
CUST-01116,0.36791735212994775,Low Risk,520.5600000000001
CUST-02114,0.3715809642682792,Low Risk,963.5999999999999
CUST-01026,0.08973724042137775,Low Risk,545.4000000000001
CUST-01330,0.4246411859077083,Medium Risk,400.43999999999994
CUST-03963,0.4713779747466802,Medium Risk,434.04
CUST-03556,0.6083167866678485,Medium Risk,241.68
CUST-00483,0.5010114587488462,Medium Risk,1349.04
CUST-00371,0.6859404523778612,Medium Risk,832.1999999999999
CUST-00956,0.5934652261718586,Medium Risk,899.8799999999999
CUST-02175,0.3016374999727505,Low Risk,716.76
CUST-04429,0.15788403069232,Low Risk,703.8
CUST-01650,0.7404458895963978,High Risk,674.4000000000001
CUST-01531,0.31195948293854625,Low Risk,555.84
CUST-02413,0.30055255226541117,Low Risk,799.8000000000001
CUST-03648,0.35894286369757084,Low Risk,516.24
CUST-04320,0.5683708974141157,Medium Risk,1311.24
CUST-03337,0.5221862869685272,Medium Risk,1407.6
CUST-00204,0.20832171116365703,Low Risk,909.36
CUST-01958,0.27713752421413795,Low Risk,573.84
CUST-04381,0.6923456481723175,Medium Risk,639.24
CUST-04991,0.5255615977641892,Medium Risk,1238.6399999999999
CUST-00894,0.420986440580916,Medium Risk,372.0
CUST-03418,0.3858541366347088,Low Risk,940.6800000000001
CUST-03051,0.5410559027300548,Medium Risk,807.48
CUST-04006,0.7615989009317442,High Risk,689.88
CUST-02042,0.2855360507778206,Low Risk,979.92
CUST-00742,0.19727942231596793,Low Risk,278.4
CUST-03036,0.6186866938924276,Medium Risk,682.92
CUST-04264,0.139431231824885,Low Risk,823.1999999999999
CUST-01633,0.27724761686117894,Low Risk,764.04
CUST-04637,0.5015482291829775,Medium Risk,1066.8000000000002
CUST-04123,0.15207632617236042,Low Risk,1337.6399999999999
CUST-00757,0.493347438375004,Medium Risk,1263.84
CUST-00627,0.4303316029080043,Medium Risk,621.0
CUST-02953,0.6022955117030012,Medium Risk,633.0
CUST-01886,0.7259296512967106,High Risk,1019.8799999999999
CUST-01933,0.49714830653429537,Medium Risk,749.64
CUST-00756,0.3544473480834046,Low Risk,750.96
CUST-04262,0.29638796246826105,Low Risk,270.12
CUST-03857,0.5562742342383812,Medium Risk,1440.0
CUST-02199,0.2961621771200219,Low Risk,1265.16
CUST-02179,0.6506398592162479,Medium Risk,630.96
CUST-04311,0.2938944259049799,Low Risk,726.0
CUST-02735,0.29660465964962107,Low Risk,295.79999999999995
CUST-01634,0.15764107077031728,Low Risk,662.76
CUST-04016,0.2140858358859274,Low Risk,579.48
CUST-03121,0.6295913387590737,Medium Risk,680.52
CUST-03917,0.24938629919953886,Low Risk,866.8799999999999
CUST-04086,0.545246562083721,Medium Risk,489.59999999999997
CUST-02431,0.4122325381827996,Medium Risk,1148.6399999999999
CUST-01394,0.4125502768270332,Medium Risk,1097.04
CUST-00089,0.5899537307130777,Medium Risk,857.8799999999999
CUST-00661,0.3137199310565766,Low Risk,1186.08
CUST-04063,0.6867694237063542,Medium Risk,1281.3600000000001
CUST-00738,0.6087542568623329,Medium Risk,449.15999999999997
CUST-01598,0.49194438343772956,Medium Risk,1087.44
CUST-01904,0.4419602065909153,Medium Risk,861.5999999999999
CUST-03910,0.4242406797109204,Medium Risk,909.96
CUST-01043,0.3424677849196237,Low Risk,440.88
CUST-03428,0.1769998125402974,Low Risk,597.96
CUST-00119,0.5186208805733995,Medium Risk,793.1999999999999
CUST-01072,0.6900673236962812,Medium Risk,405.36
CUST-03141,0.3404318866802877,Low Risk,1440.0
CUST-02028,0.7844021418524794,High Risk,734.64
CUST-01712,0.22215138511317387,Low Risk,478.32
CUST-04206,0.4664166835464322,Medium Risk,578.28
CUST-04341,0.6510577133772227,Medium Risk,557.52
CUST-03743,0.6453420601889064,Medium Risk,411.24
CUST-00347,0.6629058949899858,Medium Risk,617.16
CUST-01300,0.6429664566805282,Medium Risk,1095.96
CUST-00048,0.5229652771040695,Medium Risk,673.08
CUST-02947,0.3925688637482301,Low Risk,520.2
CUST-01060,0.34609428437247763,Low Risk,890.64
CUST-01750,0.5470880201666901,Medium Risk,1281.6
CUST-01369,0.20826375152043994,Low Risk,335.28000000000003
CUST-01148,0.247289573307015,Low Risk,1123.92
CUST-02273,0.560438045065655,Medium Risk,849.1200000000001
CUST-00486,0.7114086848860618,High Risk,528.48
CUST-04864,0.4860225921523097,Medium Risk,647.16
CUST-03915,0.6143369813314759,Medium Risk,810.24
CUST-00606,0.21792296318261672,Low Risk,297.0
CUST-01624,0.5054572646111869,Medium Risk,1026.6
CUST-00236,0.4805633418086261,Medium Risk,598.8
CUST-01384,0.49016347670906074,Medium Risk,1054.44
CUST-01370,0.22306740578450024,Low Risk,1183.8000000000002
CUST-03745,0.7272199166827474,High Risk,1320.3600000000001
CUST-02147,0.608810030290958,Medium Risk,587.04
CUST-02598,0.21177962474617024,Low Risk,651.5999999999999
CUST-04964,0.6455419393048366,Medium Risk,875.8799999999999
CUST-01913,0.4957390049502047,Medium Risk,219.36
CUST-04881,0.46011044610058566,Medium Risk,531.24
CUST-02526,0.5673301131421202,Medium Risk,947.04
CUST-02833,0.31145948593870454,Low Risk,836.76
CUST-00260,0.5223486963302011,Medium Risk,1017.1200000000001
CUST-03493,0.09618948168655221,Low Risk,764.28
CUST-01238,0.04127024564419524,Low Risk,799.8000000000001
CUST-00934,0.8179574720221222,High Risk,1128.0
CUST-00949,0.14491024153068652,Low Risk,875.64
CUST-02021,0.3022944374517582,Low Risk,1219.08
CUST-02521,0.5448527393906347,Medium Risk,232.32
CUST-01133,0.4445611312215971,Medium Risk,398.64
CUST-03425,0.5558229831461301,Medium Risk,880.1999999999999
CUST-00768,0.6233742215812766,Medium Risk,1220.16
CUST-03257,0.3388105743674431,Low Risk,821.4000000000001
CUST-00903,0.5309251585878457,Medium Risk,902.4000000000001
CUST-00330,0.6540594433563932,Medium Risk,811.8000000000001
CUST-02081,0.5172731357499794,Medium Risk,650.64
CUST-03592,0.44301988706205025,Medium Risk,685.5600000000001
CUST-04134,0.41214219230274274,Medium Risk,354.96
CUST-04734,0.5458094380189042,Medium Risk,1036.68
CUST-02231,0.6094441895942526,Medium Risk,562.2
CUST-04931,0.6785002900981693,Medium Risk,880.3199999999999
CUST-03874,0.3654458820399986,Low Risk,875.4000000000001
CUST-04959,0.422433498356829,Medium Risk,630.84
CUST-04514,0.5397376310168797,Medium Risk,735.5999999999999
CUST-00572,0.3230678379982101,Low Risk,381.71999999999997
CUST-03912,0.3358101793571443,Low Risk,799.8000000000001
CUST-04743,0.29470877358388703,Low Risk,1286.4
CUST-01927,0.42934833901100034,Medium Risk,807.0
CUST-02552,0.39050001273451923,Low Risk,860.28
CUST-04428,0.5969491079315424,Medium Risk,495.72
CUST-04033,0.09361190765115543,Low Risk,778.08
CUST-03511,0.386994070833193,Low Risk,895.92
CUST-01616,0.17013433486997276,Low Risk,798.72
CUST-00777,0.49830777397627674,Medium Risk,675.96
CUST-04039,0.5322938266395226,Medium Risk,586.5600000000001
CUST-02110,0.5038690736380803,Medium Risk,468.84000000000003
CUST-02166,0.12216164672144555,Low Risk,958.56
CUST-01248,0.13256522921129915,Low Risk,782.04
CUST-02035,0.3265851259129016,Low Risk,1242.48
CUST-04271,0.3252435742405522,Low Risk,1440.0
CUST-00563,0.6306634586154274,Medium Risk,750.72
CUST-04445,0.24345544250474588,Low Risk,841.56
CUST-04332,0.6591851045835895,Medium Risk,825.5999999999999
CUST-03254,0.6543561743603411,Medium Risk,712.6800000000001
CUST-04166,0.5746336873258454,Medium Risk,919.3199999999999
CUST-02464,0.5606148471291196,Medium Risk,364.79999999999995
CUST-00059,0.7539447431026395,High Risk,1008.36
CUST-00115,0.1947826063372709,Low Risk,1017.24
CUST-00277,0.4536998813013817,Medium Risk,1113.72
CUST-01187,0.6536053764659424,Medium Risk,1357.92
CUST-01535,0.6143518381368829,Medium Risk,406.08000000000004
CUST-02394,0.3267417037615155,Low Risk,1019.64
CUST-01277,0.09178054223102983,Low Risk,352.08
CUST-00230,0.2241256355172923,Low Risk,368.76
CUST-02875,0.6635676914542397,Medium Risk,888.5999999999999
CUST-02759,0.7136446072314305,High Risk,874.6800000000001
CUST-02051,0.6304030976730683,Medium Risk,786.1200000000001
CUST-03836,0.1533336821041515,Low Risk,844.92
CUST-01071,0.6336824637966476,Medium Risk,724.2
CUST-03299,0.20506419906744572,Low Risk,707.76
CUST-02743,0.5934420081155157,Medium Risk,216.0
CUST-03140,0.6912630762085059,Medium Risk,785.4000000000001
CUST-01372,0.09039375549746358,Low Risk,1015.8000000000001
CUST-02924,0.47406456770979266,Medium Risk,1128.84
CUST-00567,0.44978677086295893,Medium Risk,547.4399999999999
CUST-02957,0.13936095043570487,Low Risk,932.04
CUST-02318,0.5926021209356324,Medium Risk,384.24
CUST-04545,0.44225148799341385,Medium Risk,826.44
CUST-03052,0.25488741612805926,Low Risk,748.2
CUST-00036,0.5260716810656159,Medium Risk,966.96
CUST-03998,0.6940879299644803,Medium Risk,1304.8799999999999
CUST-04877,0.491689317035122,Medium Risk,960.48
CUST-02510,0.40793694293920413,Medium Risk,735.72
CUST-03286,0.6499160592965377,Medium Risk,684.0
CUST-03643,0.571871246623416,Medium Risk,516.12
CUST-04263,0.3248732802755788,Low Risk,237.84
CUST-04302,0.2908532554163241,Low Risk,1210.56
CUST-03417,0.366207363730596,Low Risk,966.96
CUST-03376,0.3715713554895312,Low Risk,393.0
CUST-00960,0.7225932025761256,High Risk,839.4000000000001
CUST-00806,0.12659622913600665,Low Risk,736.2
CUST-03101,0.20595121441818667,Low Risk,961.1999999999999
CUST-01485,0.8045928432139672,High Risk,1052.4
CUST-00248,0.14904553585508729,Low Risk,466.56000000000006
CUST-01603,0.2743653646713202,Low Risk,771.96
CUST-00141,0.6488801446192449,Medium Risk,1243.1999999999998
CUST-03144,0.330347785801735,Low Risk,911.4000000000001
CUST-04672,0.3712706028494343,Low Risk,940.92
CUST-01639,0.3182443768783447,Low Risk,1175.28
CUST-04459,0.45864197578160043,Medium Risk,438.72
CUST-00603,0.3322188369320175,Low Risk,698.04
CUST-04238,0.623093876889522,Medium Risk,1107.3600000000001
CUST-02834,0.6947149334564583,Medium Risk,966.24
CUST-01290,0.6366632171852821,Medium Risk,1303.32
CUST-01199,0.6842765681503136,Medium Risk,1098.48
CUST-01978,0.16229137005410796,Low Risk,1003.92
CUST-04319,0.5278341978758317,Medium Risk,698.88
CUST-02440,0.4120680808852798,Medium Risk,946.56
CUST-00591,0.43223620042836636,Medium Risk,831.96
CUST-02479,0.5095670728947943,Medium Risk,571.2
CUST-04467,0.3920974695144105,Low Risk,1089.48
CUST-04290,0.5795240457709134,Medium Risk,1034.04
CUST-01858,0.1181633264371527,Low Risk,988.8000000000001
CUST-03931,0.7560246770934362,High Risk,1076.04
CUST-03635,0.232773545656053,Low Risk,1012.8000000000001
CUST-02633,0.24492402429939253,Low Risk,587.88
CUST-02285,0.5827566029501201,Medium Risk,639.0
CUST-01613,0.6528684300331402,Medium Risk,650.28
CUST-03388,0.4961707346914141,Medium Risk,889.3199999999999
CUST-01728,0.17745499364154757,Low Risk,328.20000000000005
CUST-02663,0.3956092934146222,Low Risk,216.0
CUST-02695,0.341287867616296,Low Risk,826.08
CUST-04113,0.5288450634308556,Medium Risk,413.88
CUST-02677,0.32100439441855905,Low Risk,995.4000000000001
CUST-00083,0.711036527011627,High Risk,764.04
CUST-04064,0.21835230163531316,Low Risk,1088.16
CUST-03920,0.21678273130323955,Low Risk,1224.72
CUST-02123,0.24113923499463422,Low Risk,950.64
CUST-03495,0.5391240149750114,Medium Risk,884.1600000000001
CUST-03408,0.8246405671453564,High Risk,1037.04
